Outcome	102 185 709 106 758 9583 3421 2631 168 19278 14328 205 103
Challenge	102 580 936 6366 165 147 1040 11450 24237 21669 422 259 205 139 205 4815 137 11250 131 19278 2419 422 168 843 7337 131 14328 1259 140 121 19278 2257 145 19278 579 19278 422 19278 579 9968 422 137 19278 579 19278 579 9968 546 205 103
Approach	102 185 2977 580 19278 1437 188 3777 8894 131 1745 3703 582 535 4166 165 3643 214 633 2924 1333 1832 205 103
Approach	102 580 9583 3421 551 11822 2826 2205 4815 137 11250 131 3703 214 8291 140 111 3703 5459 8729 30113 188 7283 188 1263 205 103
Challenge	102 19278 579 19278 9583 3421 165 106 2618 820 131 10624 318 146 579 2160 9583 3421 205 103
Approach	102 564 147 5191 10624 318 146 579 2160 9583 21669 422 185 4459 106 758 9583 3421 551 422 334 1302 19278 3703 690 3791 137 11995 30113 14328 467 3791 487 111 2958 131 8729 7371 205 103
Approach	102 147 11995 14328 422 185 5191 106 429 131 1724 3144 2865 263 111 9583 3860 205 103
Approach	102 106 429 131 1724 3144 165 5896 487 106 2631 8030 263 111 4035 3421 551 168 9968 146 579 2160 14328 260 158 1901 205 103
Approach	102 168 111 2618 820 582 185 300 1040 8783 3860 121 14328 422 185 5191 106 429 131 1724 12309 2865 263 111 9583 3860 205 103
Background	102 9583 8731 121 2556 12261 434 502 5497 205 103
Background	102 482 165 147 2663 14328 137 111 494 165 147 11995 14328 205 103
Background	102 121 19278 9583 1995 422 111 3937 532 147 2663 14328 165 302 9515 923 111 649 131 15019 8289 145 2207 422 8894 422 4800 546 111 9583 1995 1172 434 147 8439 165 6132 145 573 566 422 8319 3703 168 3727 1080 2351 546 205 103
Background	102 168 238 2336 422 1323 2688 360 12452 147 28480 585 111 9583 1995 2125 260 1107 422 239 1901 205 103
Background	102 9583 3421 165 147 1040 111 2996 2205 4815 137 11250 131 2291 6507 3200 205 103
Background	102 19278 3421 1045 564 2739 360 797 699 579 27640 4815 422 11250 137 9234 30113 131 19278 1437 3703 260 1128 422 239 422 884 1901 205 103
Background	102 238 2631 4603 6571 168 19278 579 9968 14328 137 168 111 2618 820 131 19278 579 19278 14328 582 111 2749 2697 467 19278 5347 121 19278 579 19278 14328 572 302 360 147 195 17960 205 103
Background	102 805 2218 365 205 186 205 260 884 1901 1765 111 12339 4751 551 147 1040 111 3799 3703 5459 4815 582 106 583 131 3703 220 2291 6507 690 535 494 205 103
Background	102 214 14321 20554 21570 3860 131 9583 8289 422 547 551 11995 30113 14328 582 5876 19278 5347 220 2291 6507 2738 188 106 583 422 334 165 106 3045 1804 147 11995 1624 14328 235 3246 205 103
Background	102 694 256 1452 302 8291 30107 111 8729 131 19278 5347 121 19278 579 19278 14328 205 103
Background	102 1783 551 168 19278 579 19278 14328 434 528 1337 214 627 184 260 760 1901 422 334 11995 30113 14328 214 7343 130 1568 3531 147 355 111 3703 131 14328 205 103
Background	102 627 184 5459 112 551 165 4578 147 1547 563 256 2546 3226 1193 2180 907 131 14328 1053 185 2546 2744 2749 2697 467 3703 3246 111 3703 2291 390 690 535 494 205 103
Background	102 19278 579 19278 9583 3421 165 106 2618 820 131 10624 318 146 579 2160 9583 3421 205 103
Outcome	102 147 5191 10624 318 146 579 2160 9583 21669 422 185 4459 106 758 9583 3421 551 334 3669 106 14047 6278 1278 214 12730 111 7371 131 146 579 2160 8729 30113 205 103
Approach	102 580 19278 429 165 4166 579 791 422 188 1164 1078 220 121 494 19278 849 1302 260 1128 422 370 422 760 422 239 1901 205 103
Approach	102 147 11995 14328 422 185 705 12380 111 2291 6507 3703 690 3791 137 2875 106 429 131 1724 3144 791 191 111 9583 3860 467 407 3791 205 103
Approach	102 666 185 5191 111 2868 429 487 111 2958 131 146 579 2160 8729 7371 205 103
Approach	102 111 429 131 2652 1003 165 791 191 111 2631 8030 263 111 4035 3421 551 168 9968 146 579 2160 14328 1337 214 2261 2776 260 158 1901 205 103
Background	102 694 1972 2592 6430 3860 467 1930 11250 1548 137 647 14328 220 12256 7308 422 334 552 302 195 11617 2996 205 103
Background	102 2461 238 2121 14995 1414 434 528 130 7821 1167 131 4035 9583 21669 422 256 3733 147 3226 26201 8298 318 545 205 103
Outcome	102 2217 190 111 2279 131 111 2958 131 146 579 2160 8729 7371 422 185 797 111 545 131 580 21669 220 14047 7786 205 103
Background	102 106 9306 489 1894 165 106 1894 1827 214 502 2713 131 22250 8289 131 106 3942 482 235 532 105 137 482 235 532 105 473 105 205 103
Approach	102 11360 407 4289 137 758 4815 131 355 3703 121 106 3942 3669 227 106 1894 205 103
Background	102 843 9583 30065 1017 130 3972 532 1371 3259 300 195 2490 214 238 9306 489 1894 551 422 7982 111 13318 131 8894 220 2487 12736 205 103
Approach	102 130 3016 820 165 582 111 8894 220 302 5077 22665 140 563 502 9306 489 8449 2024 106 9223 843 1758 205 103
Approach	102 2461 238 820 165 302 130 3799 9583 422 256 11302 617 603 502 8894 220 1248 3156 205 103
Approach	102 2217 185 28898 147 111 9583 2024 131 238 820 422 1053 185 1129 238 820 188 106 15695 131 111 10635 2958 205 103
Approach	102 185 626 5109 3555 579 19317 1995 2617 147 2663 14328 1247 9306 489 8449 205 103
