Background	102 244 26956 4612 103
Challenge	102 158 521 2456 103
Outcome	102 158 521 2456 103
Challenge	102 158 6922 339 103
Background	102 158 26956 4612 103
Outcome	102 158 521 2456 103
Challenge	102 158 2686 2464 103
Outcome	102 158 6922 339 103
Outcome	102 158 26956 4612 103
Background	102 158 26956 4612 103
Outcome	102 158 6922 339 103
Background	102 158 26956 4612 103
Challenge	102 158 6922 339 103
Challenge	102 158 521 2456 103
Outcome	102 158 521 2456 103
Outcome	102 158 26956 4612 103
Challenge	102 158 6922 339 103
Challenge	102 158 6922 339 103
Challenge	102 158 521 2456 103
Challenge	102 158 6922 339 103
Challenge	102 158 6922 339 103
Challenge	102 158 6922 339 103
Approach	102 158 521 2456 103
Challenge	102 158 521 2456 103
Outcome	102 158 6922 339 103
Challenge	102 158 26956 4612 103
Outcome	102 158 2686 2464 103
Challenge	102 158 521 2456 103
Challenge	102 158 26956 4612 103




