Appointment_Procedure	102 24754 10877 111 1454 241 3229 4043 147 125 1352 504 188 130 9126 168 106 17956 205 103
Patient instructions_Lab	102 493 205 13844 1209 697 111 13371 276 615 191 11342 579 12784 579 2107 1814 8611 1726 615 147 741 205 25129 235 7949 862 28322 579 23087 579 7751 8586 8681 862 371 579 5970 30138 579 6729 5044 103
Appointment	102 6950 18284 862 3417 190 2289 103
Appointment	102 8516 862 103
Appointment	102 177 11134 579 7805 3882 131 23155 30145 7302 4351 15875 16660 205 18797 4428 26085 1942 422 6051 24691 3428 579 5393 3651 103
Patient instructions	102 6950 6772 862 103
Patient instructions	102 579 579 8611 2636 355 10033 188 10891 579 579 8611 3988 147 111 2278 168 843 1175 25859 422 3107 422 1175 13648 121 5296 16741 422 234 10551 30113 234 7418 4078 30113 205 103
Appointment_Patient instructions	102 579 579 8611 4480 5296 26279 147 1461 741 205 25129 191 12084 579 2107 205 103
Appointment_Patient instructions	102 579 579 3034 650 195 2594 214 13645 205 103
Patient instructions_Procedure	102 579 579 3034 650 360 5186 662 2732 205 103
Patient instructions_Procedure	102 579 579 3034 650 965 147 360 106 4977 527 205 103
Appointment_Patient instructions	102 579 579 3034 650 195 2594 214 106 2236 2091 9590 205 103
Patient instructions	102 25271 6772 862 103
Patient instructions	102 9697 862 15050 373 9724 7897 205 103
Patient instructions	102 13302 422 127 205 128 205 7949 862 28322 579 23087 579 7751 8586 103
Patient instructions	102 4282 1352 532 862 5323 579 760 579 2317 1021 862 1539 103
Patient instructions	102 9697 862 15050 373 9724 7897 205 103
Patient instructions	102 13302 422 127 205 128 205 7949 862 28322 579 23087 579 7751 8586 4282 1352 532 862 5323 579 760 579 2317 1021 862 1539 103
Patient instructions	102 9697 862 260 1375 1375 705 5147 1199 145 5147 1377 30130 546 27349 30131 1375 1375 1901 103
Patient instructions	102 260 1375 1375 1700 145 5147 20813 30130 546 1375 1375 1901 19349 422 3211 7949 862 19781 579 25959 579 7916 5710 103
Patient instructions	102 4282 1352 532 862 5323 579 760 579 2317 1021 862 1539 103
Patient instructions	102 9697 862 260 1375 1375 705 5147 1199 145 5147 1377 30130 546 27349 30131 1375 1375 1901 103
Patient instructions	102 260 1375 1375 1700 145 5147 20813 30130 546 1375 1375 1901 19349 422 3211 7949 862 19781 579 25959 579 7916 5710 4282 1352 532 862 5323 579 760 579 2317 239 862 1339 103
Patient instructions	102 9697 862 15050 373 9724 7897 205 103
Patient instructions	102 13302 422 127 205 128 205 7949 862 28322 579 23087 579 7751 8586 4282 1352 532 862 5323 579 760 579 2317 1021 862 1539 103
Patient instructions	102 9697 862 260 1375 1375 705 5147 1199 145 5147 1377 30130 546 27349 30131 1375 1375 1901 103
Patient instructions	102 260 1375 1375 1700 145 5147 20813 30130 546 1375 1375 1901 19349 422 3211 7949 862 19781 579 25959 579 7916 5710 4282 1352 532 862 5323 579 760 579 2317 239 862 1339 103
Patient instructions	102 9697 862 260 1375 1375 705 5147 1199 145 5147 1377 30130 546 24819 1567 1375 1375 1901 6378 140 422 3211 7949 862 11222 579 3894 30138 579 7107 5020 103
Patient instructions	102 4282 1352 532 862 103
Patient instructions	102 4585 579 1021 579 12084 1021 862 884 103
Appointment_Patient instructions	102 5186 26279 862 25063 240 566 579 1552 239 862 884 205 103
Appointment_Patient instructions	102 3034 650 195 18934 741 205 9268 154 19349 205 103
Appointment_Patient instructions	102 111 2876 165 191 111 5069 30138 6380 471 30111 11403 13095 3509 30139 9388 22874 21324 24636 471 422 9174 1921 2986 30139 191 111 7410 2395 4736 131 1224 131 23371 1934 2365 579 1224 14915 422 111 205 103
Appointment_Patient instructions	102 1726 5970 30138 579 5421 30142 579 19552 30139 543 3034 360 3750 205 103
Appointment_Patient instructions	102 24754 26279 862 741 205 9377 190 24754 205 103
Appointment_Patient instructions	102 18640 6820 3113 11472 579 11472 205 103
Appointment_Patient instructions	102 158 4110 20382 239 30125 1814 1726 4878 579 7380 30140 579 7466 4669 190 3750 205 103
Appointment_Patient instructions	102 13645 579 3034 360 130 26279 190 741 205 10860 235 10764 579 12340 235 493 862 3641 189 205 103
Appointment_Patient instructions	102 1726 2381 30130 579 5421 30141 579 5970 2503 422 111 7234 165 191 111 23155 30145 7302 4351 15875 16660 205 18797 4428 26085 1942 422 6051 24691 3428 579 5393 3651 131 7410 2395 2365 235 1224 131 23371 1934 2365 579 1224 14915 422 111 205 103
Patient instructions_Procedure	102 4977 527 579 741 205 9268 154 19349 650 8187 30107 238 168 3034 205 103
Patient instructions_Procedure	102 5273 203 579 1726 25681 579 28462 579 25858 30142 147 610 238 692 205 103


Medication	102 878 531 4858 30107 1012 1529 19158 5229 862 482 145 158 546 19158 1494 735 1146 30117 145 1795 760 3541 546 168 450 1976 205 103
Medication	102 17988 291 25453 158 1529 19158 5229 862 502 145 170 546 19158 1494 9421 145 170 1838 106 2181 546 862 170 1529 10540 106 205 9724 6380 1934 2365 168 170 1976 422 666 158 1529 10540 106 205 9724 6380 1934 2365 168 170 1976 666 128 1352 115 205 103
Patient instructions	102 6950 6772 862 103
Patient instructions	102 2337 405 114 422 425 10648 30113 234 18526 2913 18926 168 2486 579 1395 1076 422 12808 422 234 1175 2675 2024 843 10551 2110 506 6054 2024 843 1929 3571 131 2110 506 170 1494 332 30113 121 1540 3541 234 305 1494 332 30113 121 106 4082 425 29905 30113 422 7259 2377 422 28156 422 234 15617 3372 608 147 13825 30113 425 7290 168 2960 482 1978 425 21193 475 506 566 1494 332 30113 168 566 3272 8611 1726 190 843 3750 234 6266 103
Patient instructions	102 19293 30121 6772 862 103
Appointment	102 741 260 1375 1375 2442 5147 145 14902 123 546 1375 1375 1901 121 286 3272 145 13929 579 2242 30142 579 4747 3784 546 8611 1726 168 26279 741 25958 121 158 4082 145 5413 579 8676 30138 579 24123 30138 546 8611 1726 168 26279 741 28116 121 9492 579 1557 3272 145 7139 30138 579 1539 30142 579 22495 30139 546 8611 1726 168 26279 6953 3247 26279 11088 170 188 17331 214 11608 145 8623 30130 579 13855 579 5309 546 103


Other	102 111 1454 650 195 6388 147 111 1459 131 741 205 13024 30110 17971 117 975 300 195 5432 235 13196 3000 8116 30139 579 28641 579 7166 8586 205 103


Appointment	102 185 13031 106 125 1352 504 806 30108 190 4706 235 7713 10305 2278 205 103
Procedure	102 299 552 965 106 16376 1669 1796 121 111 2158 4478 30122 299 434 7999 5577 7572 205 103
Procedure	102 256 241 469 4382 147 6888 147 9974 1972 4706 10702 235 1972 125 1352 504 8303 543 299 2764 106 15067 18722 205 103
Patient instructions	102 6950 6772 862 103
